index,model_name,model_A,model_B,P({a} > {b}),P({a} == {b}),P({b} > {a}),left,within,right
530,lstm,2000,6500,0.0,0.95722,0.04278,0.0,0.95722,0.04278
531,lstm,2000,7000,0.0,0.9923,0.0077,0.0,0.9923,0.0077
532,lstm,2000,7500,0.0,0.99682,0.00318,0.0,0.99682,0.00318
533,lstm,2000,8000,0.0,0.99902,0.00098,0.0,0.99902,0.00098
534,lstm,2500,3000,0.0,1.0,0.0,0.0,1.0,0.0
535,lstm,2500,3500,0.0,1.0,0.0,0.0,1.0,0.0
536,lstm,2500,4000,0.0,1.0,0.0,0.0,1.0,0.0
537,lstm,2500,4500,0.0,0.99988,0.00012,0.0,0.99988,0.00012
538,lstm,2500,5000,0.0,0.99772,0.00228,0.0,0.99772,0.00228
539,lstm,2500,5500,0.0,0.9999,0.0001,0.0,0.9999,0.0001
540,lstm,2500,6000,0.0,0.99468,0.00532,0.0,0.99468,0.00532
541,lstm,2500,6500,0.0,0.99976,0.00024,0.0,0.99976,0.00024
542,lstm,2500,7000,0.0,0.99998,2e-05,0.0,0.99998,2e-05
543,lstm,2500,7500,0.0,0.99998,2e-05,0.0,0.99998,2e-05
544,lstm,2500,8000,0.0,1.0,0.0,0.0,1.0,0.0
545,lstm,3000,3500,0.0,1.0,0.0,0.0,1.0,0.0
546,lstm,3000,4000,0.0,1.0,0.0,0.0,1.0,0.0
547,lstm,3000,4500,0.0,1.0,0.0,0.0,1.0,0.0
548,lstm,3000,5000,0.0,1.0,0.0,0.0,1.0,0.0
549,lstm,3000,5500,0.0,0.99996,4e-05,0.0,0.99996,4e-05
550,lstm,3000,6000,0.0,1.0,0.0,0.0,1.0,0.0
551,lstm,3000,6500,0.0,1.0,0.0,0.0,1.0,0.0
552,lstm,3000,7000,0.0,0.99998,2e-05,0.0,0.99998,2e-05
553,lstm,3000,7500,0.0,0.99998,2e-05,0.0,0.99998,2e-05
554,lstm,3000,8000,0.0,1.0,0.0,0.0,1.0,0.0
555,lstm,3500,4000,0.0,1.0,0.0,0.0,1.0,0.0
556,lstm,3500,4500,0.0,1.0,0.0,0.0,1.0,0.0
557,lstm,3500,5000,0.0,1.0,0.0,0.0,1.0,0.0
558,lstm,3500,5500,0.0,0.99692,0.00308,0.0,0.99692,0.00308
559,lstm,3500,6000,0.0,1.0,0.0,0.0,1.0,0.0
560,lstm,3500,6500,0.0,0.99564,0.00436,0.0,0.99564,0.00436
561,lstm,3500,7000,0.0,0.9934,0.0066,0.0,0.9934,0.0066
562,lstm,3500,7500,0.0,0.99998,2e-05,0.0,0.99998,2e-05
563,lstm,3500,8000,0.0,1.0,0.0,0.0,1.0,0.0
564,lstm,4000,4500,0.0,1.0,0.0,0.0,1.0,0.0
565,lstm,4000,5000,0.0,1.0,0.0,0.0,1.0,0.0
566,lstm,4000,5500,0.0,1.0,0.0,0.0,1.0,0.0
567,lstm,4000,6000,0.0,0.99998,2e-05,0.0,0.99998,2e-05
568,lstm,4000,6500,0.0,1.0,0.0,0.0,1.0,0.0
569,lstm,4000,7000,0.0,1.0,0.0,0.0,1.0,0.0
570,lstm,4000,7500,0.0,1.0,0.0,0.0,1.0,0.0
571,lstm,4000,8000,0.0,1.0,0.0,0.0,1.0,0.0
572,lstm,4500,5000,0.0,1.0,0.0,0.0,1.0,0.0
573,lstm,4500,5500,0.0,0.99998,2e-05,0.0,0.99998,2e-05
